Force,Lenght,Angle,Angle2,Energy
466,0.3,2.65155555555556,2.47711111111111,13.2920162967588
443,0.1,2.65155555555556,2.47711111111111,4.21199085798581
154,0.9,2.96555555555556,2.49455555555556,25.8727437133703
487,0.1,2.669,2.47711111111111,5.02362500039531
431,0.2,2.826,2.33755555555556,22.1368147118158
356,0.3,2.80855555555556,2.11077777777778,46.0237244527966
196,1,2.826,2.28522222222222,57.9040432141625
331,0.5,2.68644444444444,2.23288888888889,46.9072131480263
212,1,2.73877777777778,2.45966666666667,30.4434018177827
128,0.1,2.72133333333333,2.512,1.34036149501028
361,0.8,2.73877777777778,2.56433333333333,23.6815184103176
165,0.4,2.89577777777778,2.42477777777778,14.2584562227093
412,0.5,2.89577777777778,2.56433333333333,27.1874442992968
198,0.4,2.91322222222222,2.25033333333333,27.3718099930329
455,0.1,2.93066666666667,2.23288888888889,16.5196325885796
265,0.5,2.75622222222222,2.37244444444444,27.580654030366
235,0.5,2.96555555555556,2.38988888888889,29.8472309441065
353,0.9,2.669,2.38988888888889,50.7890025976823
475,0.4,2.86088888888889,2.30266666666667,55.5937176225573
456,0.9,2.89577777777778,2.25033333333333,140.154228227931
105,0.1,2.86088888888889,2.512,1.60222947894573
117,0.9,2.96555555555556,2.30266666666667,33.3046256966364
371,0.4,2.77366666666667,2.44222222222222,24.9056336562703
249,0.6,2.79111111111111,2.49455555555556,21.1153107284285
291,0.9,2.89577777777778,2.49455555555556,45.0640696917776
111,0.6,2.89577777777778,2.37244444444444,16.7456361938037
111,0.8,2.89577777777778,2.59922222222222,10.0745199199457
360,0.9,2.826,2.33755555555556,83.2056608657576
331,0.3,2.73877777777778,2.25033333333333,28.9487538947142
112,0.7,2.72133333333333,2.14566666666667,28.9497639105016
121,0.4,2.70388888888889,2.28522222222222,12.126306763044
146,0.6,2.68644444444444,2.58177777777778,4.45379897661877
372,0.9,2.68644444444444,2.198,104.227571460074
348,0.2,2.73877777777778,2.37244444444444,14.0214636751903
288,0.2,2.80855555555556,2.25033333333333,18.2373630288754
154,0.9,2.63411111111111,2.54688888888889,6.32801685717942
317,0.3,2.63411111111111,2.54688888888889,4.34195096044562
490,0.2,2.79111111111111,2.45966666666667,15.9590308818942
338,0.7,2.70388888888889,2.52944444444444,20.6579827486919
248,1,2.70388888888889,2.512,24.1700569574962
195,0.1,2.84344444444444,2.14566666666667,8.03704426418729
263,0.9,2.86088888888889,2.38988888888889,54.5201182955455
116,0.9,2.73877777777778,2.11077777777778,42.3698108654121
400,0.9,2.80855555555556,2.512,49.2431055121308
362,0.3,2.68644444444444,2.21544444444444,32.2844639729668
354,0.1,2.61666666666667,2.16311111111111,10.8705631992576
474,0.4,2.96555555555556,2.12822222222222,86.3707489622984
328,0.6,2.63411111111111,2.16311111111111,62.1274403511567
325,0.6,2.826,2.21544444444444,68.190600252033
465,0.5,2.89577777777778,2.37244444444444,58.4588650909814
454,0.6,2.94811111111111,2.44222222222222,58.8637739921519
186,0.4,2.91322222222222,2.198,28.8042321965688
485,0.2,2.77366666666667,2.38988888888889,19.6472413199565
377,0.6,2.91322222222222,2.09333333333333,107.43513942723
153,0.1,2.93066666666667,2.56433333333333,2.14010279442347
178,0.1,2.93066666666667,2.28522222222222,5.74323511434753
292,0.9,2.75622222222222,2.38988888888889,51.5436984747363
433,0.2,2.93066666666667,2.45966666666667,17.4479284747006
225,0.5,2.63411111111111,2.25033333333333,27.6230527546504
333,0.4,2.80855555555556,2.355,31.8071192617358
457,1,2.72133333333333,2.52944444444444,43.2174300561316
269,0.5,2.65155555555556,2.59922222222222,3.47384582393531
286,1,2.63411111111111,2.16311111111111,90.2868289656037
189,0.8,2.68644444444444,2.58177777777778,7.68737905553371
363,0.4,2.826,2.33755555555556,37.2884628324321
495,0.4,2.63411111111111,2.37244444444444,30.7826286628976
430,0.8,2.96555555555556,2.54688888888889,53.7434423896901
452,0.4,2.93066666666667,2.16311111111111,75.8554509259826
128,0.8,2.79111111111111,2.18055555555556,37.5334285570818
389,0.6,2.86088888888889,2.11077777777778,104.269262824185
141,0.5,2.80855555555556,2.56433333333333,7.55001185953108
186,0.3,2.84344444444444,2.11077777777778,24.6503201876586
457,0.6,2.80855555555556,2.23288888888889,90.5642060262084
301,0.9,2.70388888888889,2.23288888888889,78.82071674773
242,0.7,2.72133333333333,2.355,35.0186262074389
173,0.3,2.70388888888889,2.44222222222222,7.29089743816243
236,0.6,2.84344444444444,2.38988888888889,31.9103582053914
320,0.5,2.84344444444444,2.14566666666667,65.944978577947
382,0.8,2.80855555555556,2.32011111111111,80.6529117734774
125,0.1,2.826,2.26777777777778,3.85883194911104
275,0.6,2.91322222222222,2.198,63.8803536617452
345,0.6,2.93066666666667,2.37244444444444,53.6821573696978
470,0.8,2.63411111111111,2.28522222222222,82.2640571607326
323,0.8,2.79111111111111,2.12822222222222,105.996705028901
165,0.4,2.63411111111111,2.32011111111111,12.7270411558902
247,0.6,2.89577777777778,2.42477777777778,32.0167153364471
141,0.7,2.826,2.26777777777778,30.4693370701808
116,0.9,2.669,2.18055555555556,33.1700744812192
214,0.4,2.70388888888889,2.11077777777778,33.5215808092352
438,0.6,2.68644444444444,2.56433333333333,15.829605920653
289,0.4,2.96555555555556,2.56433333333333,16.945107797842
213,0.9,2.68644444444444,2.14566666666667,67.9518816795753
280,0.8,2.72133333333333,2.54688888888889,18.9657807558293
313,0.6,2.89577777777778,2.59922222222222,21.3062482090743
206,0.7,2.89577777777778,2.355,38.0223250315618
467,1,2.79111111111111,2.25033333333333,145.13170949331
397,0.7,2.63411111111111,2.52944444444444,15.4389300973315
474,0.7,2.72133333333333,2.47711111111111,41.7227121799386
173,0.8,2.77366666666667,2.54688888888889,14.4988988731291
456,0.5,2.91322222222222,2.198,88.2710341507752
105,0.9,2.61666666666667,2.52944444444444,4.43635420571846
303,0.9,2.80855555555556,2.59922222222222,24.1520253070447
198,0.6,2.93066666666667,2.355,32.2632073546196
347,0.5,2.63411111111111,2.09333333333333,65.0435872688582
345,0.3,2.75622222222222,2.54688888888889,10.1786811308818
122,0.1,2.72133333333333,2.23288888888889,3.6382175449445
394,0.6,2.77366666666667,2.56433333333333,22.4849189433666
391,0.1,2.63411111111111,2.355,6.55744330489212
304,0.5,2.61666666666667,2.58177777777778,2.73715575649777
262,0.2,2.65155555555556,2.45966666666667,5.55205083061888
273,0.7,2.87833333333333,2.49455555555556,32.042411414196
395,0.1,2.94811111111111,2.355,10.8656252345416
207,1,2.89577777777778,2.44222222222222,42.3711890797874
273,0.2,2.86088888888889,2.12822222222222,23.5794027775088
372,0.7,2.87833333333333,2.28522222222222,80.8185597073083
403,0.3,2.86088888888889,2.38988888888889,27.8474114994992
363,0.5,2.84344444444444,2.26777777777778,56.9866531238479
281,0.6,2.65155555555556,2.54688888888889,9.10455068274092
113,0.3,2.87833333333333,2.198,12.836709267326
429,0.3,2.70388888888889,2.42477777777778,19.539903270338
387,0.1,2.75622222222222,2.26777777777778,11.0199491507743
204,0.2,2.86088888888889,2.32011111111111,11.4127178055471
186,0.1,2.68644444444444,2.21544444444444,5.52938333238658
131,0.2,2.70388888888889,2.25033333333333,7.26511298667241
355,0.1,2.61666666666667,2.40733333333333,4.36769973587128
130,0.3,2.669,2.26777777777778,9.69091786999186
406,0.4,2.70388888888889,2.49455555555556,17.5154773813799
221,0.5,2.70388888888889,2.25033333333333,30.6410299628741
329,0.8,2.73877777777778,2.49455555555556,32.1335017381255
213,1,2.84344444444444,2.38988888888889,48.0007506903133
247,0.9,2.84344444444444,2.58177777777778,24.1259212369037
411,0.6,2.79111111111111,2.21544444444444,83.4223810471408
321,0.8,2.80855555555556,2.28522222222222,74.4386224908126
418,0.2,2.73877777777778,2.42477777777778,13.8825364157094
379,0.9,2.826,2.25033333333333,109.89547948522
466,0.8,2.84344444444444,2.25033333333333,122.07304196114
206,0.5,2.77366666666667,2.33755555555556,24.6448442112843
318,0.4,2.91322222222222,2.59922222222222,14.952240223942
460,1,2.93066666666667,2.26777777777778,154.528454179479
275,0.5,2.86088888888889,2.09333333333333,63.4948203481361
131,0.6,2.79111111111111,2.44222222222222,13.6732457152196
189,0.1,2.63411111111111,2.32011111111111,3.64456178555039
196,0.1,2.87833333333333,2.512,3.0826784242467
262,1,2.80855555555556,2.37244444444444,59.3562207138165
481,1,2.93066666666667,2.25033333333333,168.063573519537
267,0.4,2.72133333333333,2.37244444444444,20.7704424623993
203,0.1,2.70388888888889,2.37244444444444,3.80064646160928
152,0.9,2.77366666666667,2.198,47.3591184681061
469,0.1,2.79111111111111,2.52944444444444,5.66514459656055
394,0.6,2.94811111111111,2.512,40.9145369643171
402,0.4,2.93066666666667,2.33755555555556,45.6724198035886
246,0.5,2.91322222222222,2.355,32.936320357966
490,0.9,2.87833333333333,2.49455555555556,73.9440263404521
424,0.5,2.94811111111111,2.198,83.6250570254873
347,0.7,2.669,2.26777777777778,60.357024374898
448,1,2.826,2.12822222222222,188.880868221587
429,0.5,2.91322222222222,2.52944444444444,33.3807299527616
461,0.5,2.89577777777778,2.44222222222222,47.181444844884
460,0.7,2.73877777777778,2.54688888888889,29.5102300508648
168,0.7,2.93066666666667,2.59922222222222,14.2707500731215
338,0.3,2.93066666666667,2.54688888888889,15.1616280755419
487,1,2.93066666666667,2.59922222222222,59.0974088912428
369,0.9,2.669,2.45966666666667,37.8696571008447
285,0.6,2.79111111111111,2.16311111111111,65.1380903529506
452,0.5,2.96555555555556,2.21544444444444,86.6999799715797
386,0.5,2.72133333333333,2.30266666666667,47.2311475750582
327,1,2.61666666666667,2.47711111111111,25.5466909865728
445,0.3,2.72133333333333,2.30266666666667,32.6702497475144
181,0.9,2.68644444444444,2.11077777777778,62.5659484826164
449,0.2,2.86088888888889,2.355,22.8629961410263
174,0.6,2.826,2.30266666666667,29.4773818568228
407,1,2.68644444444444,2.54688888888889,28.4417220673313
491,1,2.94811111111111,2.40733333333333,117.355640524107
301,0.5,2.72133333333333,2.44222222222222,22.2342008974823
378,1,2.73877777777778,2.355,80.778425112652
446,0.4,2.669,2.45966666666667,20.3431099873252
323,0.4,2.61666666666667,2.38988888888889,17.4206277579659
207,0.1,2.63411111111111,2.14566666666667,6.83607596972414
407,0.7,2.84344444444444,2.38988888888889,64.2038209937571
316,0.6,2.91322222222222,2.28522222222222,60.4544910479796
361,0.3,2.65155555555556,2.198,31.9953343549047
142,0.7,2.96555555555556,2.40733333333333,24.0764892753204
466,0.8,2.68644444444444,2.198,116.05746308338
443,0.3,2.87833333333333,2.32011111111111,37.7980495763041
322,0.2,2.63411111111111,2.25033333333333,15.8126630879954
161,0.9,2.91322222222222,2.198,56.098565124769
246,0.9,2.91322222222222,2.49455555555556,39.0025319234214
224,0.4,2.75622222222222,2.47711111111111,12.4922696104841
143,0.4,2.68644444444444,2.54688888888889,3.99721499324657
332,0.9,2.75622222222222,2.09333333333333,127.760620393608
350,0.4,2.70388888888889,2.52944444444444,12.2236584311786
211,1,2.84344444444444,2.45966666666667,37.879112936602
116,0.7,2.73877777777778,2.25033333333333,23.6720928121933
187,0.8,2.72133333333333,2.32011111111111,34.6841516837213
120,0.5,2.72133333333333,2.18055555555556,20.4187843943082
293,0.1,2.77366666666667,2.44222222222222,4.91735219763289
461,0.2,2.87833333333333,2.59922222222222,10.0552757575299
213,0.9,2.68644444444444,2.16311111111111,65.1613042500508
364,0.1,2.63411111111111,2.21544444444444,9.93916487435316
228,0.9,2.61666666666667,2.40733333333333,25.2465348112898
480,0.7,2.86088888888889,2.16311111111111,135.266117913418
308,0.1,2.87833333333333,2.45966666666667,5.8269506226032
315,0.7,2.77366666666667,2.47711111111111,32.1574414390363
199,0.8,2.87833333333333,2.16311111111111,64.8364223710605
225,0.4,2.63411111111111,2.52944444444444,5.00001334566329
217,0.2,2.65155555555556,2.512,3.21368196042403
480,0.9,2.91322222222222,2.45966666666667,85.3961948188564
472,0.8,2.84344444444444,2.512,55.7392975696487
135,0.2,2.61666666666667,2.40733333333333,3.3219124751697
293,0.1,2.77366666666667,2.512,3.65687169611729
350,0.5,2.93066666666667,2.32011111111111,51.9225400664358
432,0.5,2.61666666666667,2.40733333333333,26.5752998013576
319,1,2.96555555555556,2.512,56.2326867494272
206,1,2.63411111111111,2.11077777777778,74.1293287316981
429,0.3,2.87833333333333,2.47711111111111,22.9485408106147
286,0.4,2.72133333333333,2.56433333333333,8.58248298326552
165,1,2.61666666666667,2.11077777777778,57.9547573535379
282,0.7,2.86088888888889,2.512,30.1219142041797
458,0.2,2.63411111111111,2.49455555555556,6.97055689219687
443,0.1,2.70388888888889,2.12822222222222,16.6888650977439
160,0.9,2.669,2.09333333333333,56.3487719627445
284,1,2.826,2.30266666666667,80.1875138633876
289,0.9,2.75622222222222,2.45966666666667,39.0927751071983
268,0.6,2.87833333333333,2.52944444444444,23.6587372068684
100,0.1,2.89577777777778,2.512,1.61671922346547
245,0.5,2.94811111111111,2.25033333333333,43.2312078434398
149,0.3,2.826,2.11077777777778,19.5112154737495
290,0.7,2.65155555555556,2.45966666666667,21.508899210222
260,0.7,2.75622222222222,2.14566666666667,69.6938558449547
465,0.1,2.93066666666667,2.33755555555556,13.2075094581273
134,0.2,2.84344444444444,2.512,3.95607302665939
295,0.6,2.68644444444444,2.45966666666667,21.5649110756952
309,0.2,2.669,2.28522222222222,14.535811731404
179,0.4,2.669,2.45966666666667,8.16461140746908
483,0.8,2.80855555555556,2.52944444444444,48.9330557547809
109,0.5,2.87833333333333,2.25033333333333,18.372712627153
366,1,2.63411111111111,2.18055555555556,110.276201293813
340,0.6,2.94811111111111,2.52944444444444,33.2367563576154
125,0.4,2.80855555555556,2.56433333333333,5.35461834009296
142,0.3,2.86088888888889,2.198,15.9314526805646
176,0.4,2.65155555555556,2.45966666666667,7.45924386403759
310,0.6,2.80855555555556,2.25033333333333,58.8914847807434
119,0.9,2.91322222222222,2.28522222222222,34.1491349748872
396,0.9,2.70388888888889,2.09333333333333,144.929038914131
240,0.9,2.72133333333333,2.18055555555556,73.5076238195095
482,1,2.94811111111111,2.38988888888889,120.892497074105
414,0.5,2.61666666666667,2.16311111111111,63.5651576905741
334,0.2,2.79111111111111,2.30266666666667,18.0991451653058
263,0.1,2.93066666666667,2.198,10.2821037650002
394,0.1,2.80855555555556,2.32011111111111,10.3983138870256
440,0.2,2.96555555555556,2.28522222222222,28.9838239648209
457,1,2.93066666666667,2.16311111111111,191.736399741007
410,0.2,2.94811111111111,2.26777777777778,27.8336472456384
424,0.7,2.70388888888889,2.512,28.9261004233261
153,0.1,2.89577777777778,2.12822222222222,6.74631823517987
153,0.5,2.65155555555556,2.23288888888889,20.46732886163
378,0.1,2.669,2.26777777777778,9.39273578168442
158,0.5,2.93066666666667,2.52944444444444,12.5943360948626
500,0.9,2.75622222222222,2.30266666666667,116.278673862997
